SampleType	SampleID	Drug	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
Cellline	H1755	AZD5363	4.034032919	3.541310397	-0.921540223	0	0	0	0.562620501	-1.726834851	0	0.565499094	0	0	0	0.953739185	0.395338833	0	0.601695543	0	0	0	0	0	0	0	-0.106914707	-0.551295901	-0.369545465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072969942	0	0	-1.083951789	0	0	-0.249357904	-0.199620462	-1.016545924	0
Cellline	H1755	GDC0941	0	0	-0.488633703	0	0	0	0	-0.714398111	0.370775096	0	0	0	0	0	0	0	0	-0.882798981	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.168068605	0	0	0	0	-0.730918155	0	0	-0.679090937	0	0	0	-0.04698286	0	0	-0.88262329	0	-0.300996821	0	-0.388325185	-1.013600872	0
Cellline	H1755	Gefitinib	0	0.630960909	0	0	0	0.964233571	0.776082996	-0.218698857	0	0	0.748204923	0	0	0.929575296	0.531225069	0.726415688	0.890728071	0.437578504	0.698687557	0	0	0	0	0.33555411	0.104752427	0	-0.48982958	0.306116219	0	0	0.495583556	0.466000825	-0.795167961	0	0.364844	0.361073045	0.207253223	0	-0.265046879	-0.922029794	0	0	0	0.374675733	0.367934547	0	-0.630701	0	0.235698571	0	-0.21573001	0	0
Cellline	H1755	Trametinib	0	0.515236509	0	0	0	0	0	-0.13436228	0.387772264	0.587534207	0	0	0	0	0	0	0.501028006	0.630663286	0	0.555016299	0	0.703454741	0	0	0.178344363	0.754325858	0	0.417945302	0	0.389758798	0	0	0	-0.686548292	0	0	0	0	0	0	0	0.968142385	0	0.487819621	0	0	0	0.297679096	0	0.379663338	0.077022229	0.454403125	0
Cellline	H1755	Everolimus	0	0.85439167	0	0	0.465753207	0	0.600417802	-0.24396782	0.385541214	0.661889665	0	0	0	0	0	0	0	0.225076542	0	0	0	0	0	0	0.172538692	0	0.132871365	0	0	0	0.456347431	0	0	0	0	0	0.224233107	0	-0.295595366	-2.109190627	0	0	0	0.145433959	0	0	-1.662858937	0	0	0	-0.112241133	0	0
Cellline	H1781	AZD5363	1.805118877	-0.404356591	0	0	0	0	-0.187567346	-0.683099318	0	-1.033338964	0	0	1.42225851	0	0	-0.264812107	0	0	-0.444374924	-0.837956997	0.654657288	0.86305751	0	0.723215951	0	-0.600480187	0	-0.601461605	0	-0.573708137	0	0.303410596	0	1.3588193	1.633733943	0	-0.725360988	0.497164699	0.167472927	-0.860422472	0	0	-1.304360152	-0.513964804	-0.305274548	0	-2.083117611	-0.509300687	-0.144556442	-0.2774982	0.371800075	-0.705649066	0
Cellline	H1781	GDC0941	0	-1.018322474	0.347282146	0	0	0	-0.205988977	0	0	0	0	0	-0.385554542	0.13583135	0	0	0	0	0	0	0.762908759	0	0	0.774984673	-0.33819411	-0.428917568	0	0	0.533460208	-0.451365761	0	0.344085123	0	0.32128122	0.642610387	0	0	0.511362995	0.227156613	-1.22626118	-0.133779213	-0.369371133	0	0	-0.162114227	0.162488495	-0.457805595	-0.351830088	-0.270839581	0	0	0	0
Cellline	H1781	Gefitinib	0	0	0.397847899	0.286696324	0	0	0	0	0	0	0.157101694	0	0.728822596	0.215166865	0	0	0.216666099	0	0	0	0.422238538	0	0.532246466	0.965431313	0	-0.330497025	0.532246467	0	0	0	0	0.254582758	0.246367448	0.856559839	1.35362085	0	-0.354153603	0.73784795	0.200837319	-0.35580178	0	0	0	0	-0.199078084	0.246784294	0	-0.221337199	0.101612112	0	0.121313366	0	0
Cellline	H1781	Trametinib	0	0	-0.708150307	0	0	0	-0.121458637	-0.629353962	0	0	0	0	-1.24809566	0.199272897	0	0	0	0	-0.554568739	-0.688629236	0	0	0	0	-0.107015623	-0.320651109	0	-0.353023342	0.536410997	-0.518864615	0	-0.120633282	0	-1.055487718	-0.812364301	-0.308426937	0	-1.376599508	0	0	-0.084775845	0	-0.464154212	0	0	0.177328091	-0.20817355	-0.263025711	0	0	0.322393411	0	0
Cellline	H1781	Everolimus	0	0	0	-0.346148509	0	0	-0.414744239	0	0	0	-0.195739318	-0.643571417	0	0	-0.352835785	-0.494319269	0	0	0	0	0	0	0	0	-0.219822145	-0.25849342	0	0	0	-0.101394481	0	0.219132608	-0.274957076	0.280894009	0	0	0	0	0.323021954	-0.514815974	-0.310262029	-0.353474096	0	0	-0.195415375	-0.158872979	-0.275045934	-0.267592363	-0.126954816	0.213338527	0.436044612	0	0
Cellline	H1792	AZD5363	3.75069898	1.789425859	-1.711540887	0	-0.254667619	-0.804228248	0	-3.132671922	-0.33249704	0	-0.817243263	0	-1.065897609	1.060474629	-1.024141288	-0.837536812	-1.233653263	0	-3.412022679	-2.350563522	-0.705627387	0	0	0	-0.229969573	-0.627758988	0	0.124218491	-0.947749279	0	-1.554574503	-0.496053308	-0.982629319	0	0	-1.097761565	-0.608262812	0	-0.456524944	0	-0.578515469	-0.936707108	-3.163477969	-2.531397151	0	-0.886159337	-3.405552756	-0.861449432	-0.338688454	0	0.105225187	-1.700284432	-0.793528359
Cellline	H1792	GDC0941	0	-1.156614962	0	0	0	0	0	0	0.084782672	0	0	0	0	0	-0.166211107	0	0	0	0	0	0.41146289	0	0	0	0	0	0.790462508	-0.158941515	0.577733184	0	0.282084778	0	0	0	0	0	0.171792477	0	0	-1.504518891	0	0.442131177	0.156316991	-0.769628234	0	-0.139513986	-2.61120681	-0.242857566	-0.141303854	0.327321018	-0.080191841	0	0
Cellline	H1792	Gefitinib	0.159601993	0	0	0	0.238640479	0.385011677	0.250287265	0	0.124438669	0	0.245413506	0	0	0	0.157340756	0.338947438	0.249999783	0	0	0	0.547774928	0	0.596384872	0	0.143444459	0	0	0.222073106	0.854961267	0	0.641586306	0.250389017	0.330570912	0	0	0	0.217906706	-0.741991097	0.434813589	0	0.230721984	0.783263007	-0.540159623	0	0.270482251	0.200061203	0	0.1480273	0	0	0.069644643	0	0.379614383
Cellline	H1792	Trametinib	0	-0.557708712	0	0	0	0	0	0	-0.079363599	0.684678476	0	0	0	0	-0.213568024	0	0	0.579981098	0	0	0	0	0	0	0	0	0	0.20742693	0	0	-0.418869802	0	0	0	0	-0.387725499	0.155095812	0	0	0	0	0	-0.657801858	-0.802151943	-0.801483293	-0.164179998	-0.489157654	-0.200452525	0.320012995	0	0.339489261	0	-0.635031794
Cellline	H1792	Everolimus	0	0	0	0.870138655	0.276278974	0.324646846	0.285148243	0	0.226385287	0	0	0	-0.48454633	0.376081221	0	0.530055475	0	0	0	0	-0.38329621	0	0	0	0	0	0	0.70220964	0	0	0.3007215	-0.315768101	0.209198637	0	0	0	0	0	0.477465713	-2.466797421	-0.365808784	0	-1.439508593	-1.088559803	0	0	-5.590723019	-0.198081337	0.365004584	0.229049754	0.161206368	0	-0.481286001
Cellline	H1793	AZD5363	4.269641801	3.185499283	-0.630742546	-0.264115347	0	0	0	0	-0.319382725	-0.309546515	0	0	-0.688801053	0	0	0	0	0	0	0	0	-0.21931577	0	-0.211322979	-0.093245642	0	0	0	0	0	0	0	0	-0.500252296	0	0	0	0	0.157230747	0.983475055	0	0	-1.254335868	0	0	0	-0.481851921	0	0.132497722	0.274359215	0	0	0
Cellline	H1793	GDC0941	0	0	0.482880435	0	0	0	0	0	-0.27291858	0.238824391	0	0	0	0	0	0	0	0.547603203	2.051994488	1.509297396	0.373339199	0.286579994	0	0.831873453	-0.020557308	-0.332803471	0	0	0	0	0	0.648580851	0	0.750805661	0	0.40244124	0	0.830531394	0.13996125	0	0	1.184501126	0	0.626289562	0	0	0	2.660501876	0.152990968	0.252059708	0	0	0
Cellline	H1793	Gefitinib	0	0.633909921	0	0	0	0	0	0	0	0.359572811	0	0	0.786615888	0	0	0	0	0	1.33357808	1.294480802	0.315750378	0.613779291	0	0.337912028	0.087003788	0.57884935	0	0	0	0	0	0	0.677505997	0.706188056	0.64912257	0	0.470462759	0.76072348	0.210846394	0	0	0.603049371	0.621125858	0	0	0	0	1.93593498	0.327846794	0	0	0	-0.144548232
Cellline	H1793	Trametinib	0	0	0	0	0	0	0	0	-0.637285543	-0.612101369	0	0	0	0	0	0	0	0	0	0	0	-0.165249811	0	-0.07479486	0.008102227	0	0	-0.610040262	0.290201957	0	0	0.245114068	0	0	0	0	0	0	0.136553574	0	0	0	0.530954916	0	0	0	0	0	0.410760881	0.373557703	0.382506061	0	-0.338614833
Cellline	H1793	Everolimus	0.719024511	0	0	0	0	0	0	0.651548732	-0.432263467	-0.586402993	0	0	0	0	0	0	0	0	0	0	-0.216374841	-0.20666563	0	-0.241741561	0.057079335	-0.83610276	0	0	0	0	0	0	0.319598606	-0.434620278	0	0	0	0	0.35821373	-0.965242147	0	0	0	0	0	0	0	0	0.447828072	0	0.293180257	0	-0.353558442
Cellline	H1838	AZD5363	5.362528797	2.863225675	1.026463573	0	0	-0.204586175	0	0.415827303	0	0.34704737	0	0	1.774653543	0	0	-0.280475593	0	0	-0.978910602	-0.722906164	0	0	0	2.429372816	-0.398085643	-0.444895827	-0.181839206	-1.053490559	-1.17167029	0	0	1.387071007	0	1.576857318	2.40493124	0	0	2.1509221	1.049226188	-0.871564703	-0.134627322	0	0	-0.07647143	-0.219968957	0	-2.872706315	0	1.48168556	1.62602332	1.855322348	-0.975447766	-0.658189278
Cellline	H1838	GDC0941	0.734155113	-1.737951485	0.983525932	0	0	-0.455682954	0	0.272206915	0	0	0	0.682608677	1.479027478	-0.085981039	0	-0.302262285	0	-0.306114611	0	0	0	0	-0.749721262	1.81826816	-0.399130771	-0.44930044	-0.299918345	0	0	0	0	1.520495619	0	1.223512677	1.641995163	-0.414484474	0	1.700960151	0.963323951	-1.779221759	1.631100522	-0.303545251	0	-0.40849025	0	0	-0.939573462	-0.229714203	1.665316237	1.55532067	1.924806623	-0.863357133	0
Cellline	H1838	Gefitinib	1.794249069	-0.220971346	1.284627785	-0.342595997	0	-0.455398393	-0.314963544	0.946582419	0	0	-0.427431693	0	1.878244245	-0.398869734	-0.413809431	-0.298467128	-0.350344823	-0.416376504	0.555431568	0	0	-0.500191017	0	2.467838653	-0.355140397	-0.333579629	-0.429632601	-0.299066129	0	0	0	1.92973095	-0.296920091	1.686712104	2.330283073	-0.441195922	0	2.018218537	1.195890233	-0.258539746	2.05190812	0	0	-0.096797256	-0.538939818	-0.372291501	0	-0.593550174	1.800946547	1.376857309	2.11597137	0	0
Cellline	H1838	Trametinib	1.542947384	0.147438001	1.18453705	0	0	0	0	1.101366017	0	0	0	-0.762464463	1.395565848	0.098146492	0.220868142	0	0	0	0	0	0	-0.505095108	0	1.97684391	-0.282353924	0.188657652	-0.394272822	-0.298471768	0	0	0	1.499005624	0	0.765593109	1.28233564	-0.335120377	0	1.386181543	1.19228096	-0.21903684	1.743966154	-0.500598341	0	-0.099893473	0	0	0	-0.57431006	1.657118404	1.725605694	2.270272222	0	-0.70613364
Cellline	H1838	Everolimus	0.82365613	0.496887329	-0.581308935	0.351213974	0	0.265380976	0.312745869	-0.338622354	0	0.49243847	0.311179137	0	-0.1897031	0.276620697	0.387085469	0.233768542	0.468155576	0	0	0	0	0	0	0	0.139971262	0.222208805	0.395855679	-0.509409955	0.882410758	0	0.999530826	0	0.269545048	0	0	0	0	-0.679208781	-0.199420261	-1.274575261	1.030941659	0	0	0.20317896	0.131891816	0.300383865	-0.950013527	0	0	0	0	0	0
Cellline	H1944	AZD5363	6.219278372	3.598852053	-1.104969249	0	0	-0.052069369	0	-0.6068699	0	-0.129548122	0	0	0	0	0	0	0	0	-0.984677461	-0.803019523	0	0	0.367497788	0	0	-0.525005252	-0.200514643	0	0	0	0	0	0	0	0	0	-0.680958063	0	0	0	0.141789588	0	-0.796019499	0	0	0	-3.882994305	0.590543653	-0.274551748	0	0	-1.668166769	0
Cellline	H1944	GDC0941	-0.430979007	-0.794396982	0	0	0	-0.120538591	-0.134782593	-0.452504305	0	-0.148844502	0	0.249635733	-0.675451303	0	0	0	0	0	-0.622769936	-0.649639241	-0.30058237	0	0	-0.210614267	0	-0.303489272	-0.158955818	0	0	0	0	0	0	0	0	0	-0.343222547	0	0	-0.714933841	-0.498093203	0	-0.28905362	0	-0.1207158	-0.081129725	-1.321149895	-0.670510472	-0.458564839	-0.216659886	-0.476066896	-0.931462525	0
Cellline	H1944	Gefitinib	0	0.25290034	0	0	0.204913303	0.327796083	0.159885707	0	0	0	0.210543756	-0.732499658	-0.835969359	0.482167875	0.19347147	0.287348061	0.340310653	0	-0.365863222	0	-0.163606548	-0.489787971	0	-0.311330004	0.077416731	0	0	0	0	0	0.372721674	0	0.407152332	-0.664211584	0	0	0.249818042	-0.336966482	0	0	0	0	0.431789752	0	0.174457092	0.377774191	0	0	-0.173490379	0	0	-0.257034919	0
Cellline	H1944	Trametinib	0.88554004	0.63843345	0	0	0	-0.105585022	-0.119795804	-0.703454273	0	-0.150642297	0	0	-1.279565166	0	0	0	0	0	-0.822953076	-0.616671618	-0.231990837	-0.288083096	0	0	0	0	-0.059337389	0	0	0	0	0	0.093655547	-0.926264646	0	0	-0.238105138	0	0	0	0	0	0	0	0	0	-0.442199815	-0.576155843	0.087073855	0	-0.285078732	-0.402433427	0
Cellline	H1944	Everolimus	0.310591473	0.284376857	0	0	0	0.098501977	0	-0.544948309	0	0	0	0	-0.445369946	0	0	0	0.188578713	0	-0.679092169	-0.652643888	-0.191908867	-0.185649877	0	0	0	-0.393542729	0.114547819	0	0	0	0	0	0	0	0	0	-0.515085508	-0.355469453	0	-2.274574749	0	0.319990171	-0.313953519	-0.216627947	0	0.142738008	-5.562497957	-0.841192349	-0.19799363	0	0	-0.731875198	0
Cellline	H1975	AZD5363	5.896462159	3.639749669	0	0	0	0	0	0	0	0	0	0	0	-0.14113968	0	0	0	0	0	0	0	0	0	0	0.086961295	0	0.127790877	0	0.252350093	0	0	0.235053019	0	1.286039447	0.297502129	0	0	0	0	-2.257617233	0.395757873	0.398428353	-1.973698864	0.570394055	-0.333876621	-0.124797328	-1.976726006	0.274902384	0	0	0	-0.870746184	0
Cellline	H1975	GDC0941	1.68115776	-0.390134373	0	0	0	0	0	-0.570636516	0	0	0	0	0	0	0	0	0	-0.290818071	0.248411573	0	0	0	0	0	0.072519577	0	0	0	0	-0.465363981	0	-0.174815654	0	0	0	0	0	0	-0.344990634	-2.149438102	0.570873759	0	-1.827553439	0	0.347482123	0	-1.642539843	0	-0.408121441	0	0	-0.833866339	0
Cellline	H1975	Gefitinib	0.414576409	0.381255014	0.477750833	0	0	0	0.167782684	0	0	0	0	-0.164581898	0.360871656	0.260576127	0.244659438	0	0.252376685	0	0	0.500832626	-0.251449053	0	0	0	0	0	0	0	0	0.552139493	0	0	0	0.824188153	0	0	0	0	0	0	0.318366154	0	0	0	0.29264357	0.267033083	0	0	-0.324041304	0	0	0	0
Cellline	H1975	Trametinib	1.576424421	0.50905206	0	-1.151877983	-0.926559081	-1.245139249	-1.218511329	0	-0.19034456	0	-1.131706406	0	0.535960198	-1.394766601	-1.284115096	-1.106309006	-1.307230053	-0.292399248	0	0	-0.284576351	0	0	0	-0.235600262	0	-0.399873635	-0.714430434	0	0	-0.935612881	0.302324198	0	0.46106959	0.60664745	0	0	0.354042027	0	0	1.278661601	0	-0.704681956	0	-0.644295879	-1.065881062	-0.378122662	0	0	0.404895243	0	0	0
Cellline	H1975	Everolimus	0.580750529	1.137105924	0	-0.376203773	-0.287473795	-0.450275411	0	0.355001389	0	0.508633436	-0.446484846	0	0	-0.542004379	-0.406766761	-0.582757882	-0.427438024	0	0.383705158	1.282660563	0	0.431158795	0.23686377	-0.310240798	0.115610676	1.994765335	0.259723609	0	0.498840869	0	0	0	0	0	0	0	0	0	0	0	0.175923837	0.349463245	-0.438536623	0	0	-0.349875151	-0.485407193	0	0	0	-0.301574753	0	0
Cellline	H1993	AZD5363	4.290483029	2.318198742	0	0	0	0	0	0	0	0	0	-0.468767073	0	-0.334722848	0	0	0	0	0	0	0	-0.302353454	0	0	0	0	0	0	0	-1.9494583	0	0	-0.803542961	0	0	0	0	0	0	0	0	0	-1.159890974	0	0	0	-3.299621174	0	0	0	0	0	0
Cellline	H1993	GDC0941	1.901735066	1.008542554	0	0.232798232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862272783	0	0	0	0	0.435760601	0	0.526675002	0	0	0	0	0	0	0	0	0	0	0.386214265	0	0	0	0	0	0	0	0	0	0	0	0.210422837	0	0	0.343126471	0	0.391203797
Cellline	H1993	Gefitinib	1.052586641	0.627496464	0	0	0	0	0	0	0	-0.681208791	0	-1.116319328	0	-0.317827952	0	0	0	0.708576935	0	0	0	-0.4674295	0.204589734	0	0.500077798	0	-0.421103878	0	0	0	0	0	-0.698719786	0	0	0.386326453	0	0	0	0	0.754730874	0	0	0.525666174	0	0	0	0	0	0	0	0	0
Cellline	H1993	Trametinib	0.946251299	0.671299636	0	0	0	0	0	0	0	0	0	0	0	-0.287195781	0	0	0	0	0	0	0	0	0.254373595	0	0	0	0	0	0	0	0	0	-0.592941908	0	0	0.345176368	0	0	0	0.758808358	0	0	0	0.612322395	0	0	0	0	0	0	0	0	0
Cellline	H1993	Everolimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591336035	0	0	0	0	0	0	0	0	0	0	0.26005515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellline	H2030	AZD5363	4.713509239	2.696986559	-0.763079617	0	0	0	0	-1.002996308	0	0.617260131	0.05088182	0	0.634184979	0	0.17534662	0.070978099	0.222524571	-0.804499544	-1.753233883	-1.018762798	0	-0.336814863	0	0	0.156423319	0	0	0	-0.677042684	0	0	0	0.147996477	0.671403875	0	0	0	0.501957142	0.247855861	0	0	-0.777304801	-0.769534137	0	0	0	-0.289299574	0	0	-0.510329231	0	0	0
Cellline	H2030	GDC0941	0	-1.202122755	0	0	-0.102977937	0	0	0	0	0.218034817	-0.109476728	0	0	0	-0.05489805	0	0	0	-1.010326348	-0.955872057	0	0	0	0	-0.237027379	0	0	0	-0.229591033	-0.470111135	-0.457846515	0	0	0	-0.548432204	0	0	-0.162541051	0.138137163	-0.556636993	0	-0.351343641	-0.640184785	-0.584536352	0	0	-0.575217457	0	-0.307460853	0	0	-1.328367838	0
Cellline	H2030	Gefitinib	0	0	0	0	0.086871365	0	0	0	0	0.97525863	0.132675893	0	0	0	0.048621274	0.166390303	0.197808473	0	0	0	0	-0.228538238	0	0	0	0	0	0	0	0	0.153040619	0	0	0	0	0	0	0	-0.012660701	0.182382224	0	-0.309244065	0	0	0	0	0	0	0	-0.42179433	0	0	0
Cellline	H2030	Trametinib	0	0	0	-0.183096267	0	-0.407354647	-0.06435748	0	0	0.218153501	-0.210207049	0	-0.536320743	0	-0.30053578	-0.119291984	-0.194704356	-0.385300953	0	-0.659717045	-0.496846762	-0.375589886	0	0	-0.181730866	0	0	0	-0.260169146	0	-0.962302168	0	-0.34070759	0	0	0	0	-0.14777559	-0.078319247	0	0	-0.445407396	-0.380114378	0	0	-0.381761464	0	0	0	0	0	0	0
Cellline	H2030	Everolimus	2.23625056	1.111529502	0	-0.280548322	-0.139458898	-0.204426684	-0.144705292	0	0	0.541498214	-0.221409917	0	0	0	-0.308164301	-0.228332014	-0.263533034	0	0	0	0	0.255183353	0	0	0	0	0	0	0.394381476	0	-0.323709425	0	-0.267546364	0	0	0.475645667	0	-0.486849518	-0.20081808	-1.162348605	0	0	0	0	0	-0.216678834	0	0.289959447	0	0	0	0	0
Cellline	H2087	AZD5363	5.452020613	4.683283416	0	0	0	0	0	-0.771347664	0	-0.368732954	0	0	1.988429024	0	0	-0.187839386	0.208614097	0	0	0.615881883	0.408067608	0	0	1.201532569	0	0	0	0	0	0	-0.14568116	0	0	0.441834875	1.849737322	0	0	1.364467917	0.396464602	0	-0.477301428	0.564856976	0	0	0	0	-0.997822915	0.940228869	0	0	0	-0.706751262	0
Cellline	H2087	GDC0941	0.537480836	0	0	-0.327431165	0	0	0	0.372769145	0	0	0	0	0	0	0	-0.256625892	0	0	0	0	0	0	0	0	0	0	0	0	-0.22511707	0	0	0.299382943	0	0	0	0	-0.318677246	0	0	0	0	0.273893621	0	0	0	0	0	0.469204187	0	0.353811549	0	0	0
Cellline	H2087	Gefitinib	0	0	0	0	0	0	0.446821317	0.301845737	0	0.260853796	0.153165321	0	0	0	0	0.160658717	0	0	-0.543786742	0	0	0	0	0	0	0	0	0	0	0	0.557239754	0.406634422	0.557267722	0	0	-0.610469554	-0.29758241	0	0	0	-0.223535781	0	0	0	0	0	0	0	0.452314358	0	0	0	0.453027328
Cellline	H2087	Trametinib	0.291571126	0.672526694	1.178137639	-1.267521889	0	-1.212107521	-0.833937179	0.294533612	0	0	-1.26816548	0	0.916729825	-1.263889086	-1.187982753	-1.312431602	-1.006460539	0	0	0	0	0	0	1.771698005	-0.380771437	0	0	0	-0.324528469	0	-1.350429194	0.886636847	1.447440993	0.724960202	1.786925895	0	-0.491531016	1.330385643	1.174149382	-1.228654243	-0.501115366	0	0	0	-0.948312594	-1.175345801	-0.740461774	0	1.195899382	0.662233006	1.055929044	0	0
Cellline	H2087	Everolimus	0.585518779	1.311392517	0	-0.522121944	0	-0.796169342	-0.849804713	0.32561244	0	-0.33709005	-0.576406742	0	0	-0.699933162	-0.584363851	-0.574397094	-0.500819558	0	0	0	0	0	0	0	0	0	0	0	-0.273587108	0	-0.716235294	0.355249565	0	0	0.473432151	0	0	0	0	-2.019678446	0.226766818	0	0	0	0	-0.612149532	-2.101935405	0	0	0	0	0	0
Cellline	H2122	AZD5363	5.534066623	4.74038164	0	0	0	-0.144224586	0	0	0	0	-0.153030483	0.409182434	0	0	-0.111208985	0	-0.201574478	0	-1.054781757	-0.771165415	0	0	0.334893049	0	-0.104496671	-0.443595027	0	0	-0.238526703	-0.17871371	0.391098482	0	-0.104293094	-0.241097589	0.171525764	0	-0.406735232	0	0	1.286660841	0	0	0	-0.067685433	0	0	-2.334955875	-0.415223525	-0.23451599	0.311653663	0	-0.612677133	0
Cellline	H2122	GDC0941	0.764621903	0.501829019	0	0	0.220222269	0	0.082905534	0	0	0.401442449	0.102888863	0	0	0	0.136949744	0	0	0	0	0	0	0	0.252396178	0	-0.077377756	0	0	0	-0.309697158	-0.267442535	-0.419231118	0.246816584	-0.099004874	0	0.216889834	0	-0.637238019	0	0.310027618	-0.218581195	0	0	-1.059465576	0	0	0	-1.571652281	0	0.361796645	0	0	0	0
Cellline	H2122	Gefitinib	0.728987791	0	0.546808645	0	0	0	0	0.267924815	-0.447933368	-0.906537729	0	-1.917317568	0	0	-0.120565367	0	0	-1.387449075	0	0	-1.288388153	0	-0.343709388	0	0.142163923	0	0	0	-0.823680796	0	0.281090301	0	0	0	0.361339775	0	0	0	0	0.45130994	0	-0.433200312	0	0.091573999	0	0	0.583579841	0	0	0	0	0	-0.439717688
Cellline	H2122	Trametinib	0	0	0	-0.882311661	0	-0.076456764	-0.205682898	-0.293197517	-0.650132062	-1.570731492	0	-1.568455178	-1.023876848	0	0.373093039	-0.421781723	0	-1.440685129	-1.375779863	-0.704599496	-1.002418121	-1.733770108	-1.207467644	0.631514356	0	0	0	0	-1.280813793	-0.470229405	-0.46706829	0	-0.073965437	-1.029130138	-0.96275019	-0.961896435	0	0	0	0	0	-1.338156359	-0.736685227	-0.358014213	-0.235273055	0	-1.483321483	0	0.207996626	0.188798405	0	-0.734952355	-0.701540364
Cellline	H2122	Everolimus	0	0	-0.667985539	-0.884834277	0	-0.063914216	0	-0.370058482	0	0	0	-1.72946934	0	0	0.429226635	-0.172217211	-0.147775699	0	0	0	-0.782395454	-1.538200485	-0.154211422	-0.595680883	0.143943951	0	0	-0.616317175	-1.28645126	-0.384637201	-0.982633636	0	-0.218508223	-0.847356494	-0.761762553	-1.160951885	-0.545927847	0	0	0	0	-0.654581364	0	-0.21716239	0	0	-1.079696604	0	-0.217040894	0	0	-1.216832473	-0.761625616
Cellline	H2228	AZD5363	6.044132144	3.29026567	0.927569815	0.291968012	0	0.601681228	0.299852417	0	0	-0.434942079	0.184292726	0	0.546353536	0	0.230532944	0.22882199	0.268294743	0	1.790427269	1.1473141	0	0.121811196	0	2.154359032	-0.123126599	0	0	0	0	2.091019673	0	0.329534414	0.447939279	1.344570546	1.497329264	0.317020843	0	0.502880377	0.212389341	0.235759368	0.213354079	-0.939645007	0	0	0	0.347169235	-1.029464283	0	0	0	0	0.743564566	0
Cellline	H2228	GDC0941	0	0	0.551120699	0.272547175	0.15243937	0.89860723	0.160583445	0	-1.046748553	-0.363575777	0.222646857	0	0.27444391	0	0.231771673	0	0	0	2.567845487	1.680532915	0	0	-0.612489075	1.002498743	0	0	0	0	0	1.847952416	0	0.233359366	0.490715459	1.340411487	0.928205144	0.428695134	0	0.397271339	0.374639446	-0.537896501	0	-1.290202591	0	0.361611673	-0.809869881	0.546168815	-0.483024517	0	0	0	0	1.172040192	0
Cellline	H2228	Gefitinib	2.147689636	0.913112638	0.45869826	0.855926123	0.633806363	1.50694708	0.792837161	0	0	0	0.645389547	0	0.185121126	0.369260394	0.646229265	0.615858224	0.560394866	0	1.746487941	1.055336343	0	0	0	0.766008965	0.120661664	0	0.570236187	0.675675651	0.692335536	1.385262072	0	0	0.996613903	1.268367408	0.688233397	0.440782594	0.718161211	0	0.28308907	0	0	-0.833172065	1.596220877	0.424434715	0	1.229584146	0.473430481	0.615101764	0	0	0	1.06928566	0
Cellline	H2228	Trametinib	1.364138749	0.41916058	0	0	0	0.5448654	0	0	0	0.16031879	0	0	-0.175708117	0	0	0	0	0	1.166640351	0.515023149	0	0.203900247	0	0	-0.065172338	0	0	0	0	0	0	0	0.251141412	0	0	0.205924103	0.43706892	-0.110777888	0.241966771	0	0.520634184	0	0.87053934	0.327567097	0	0.376576425	0.336332982	0	0	0	0	0.583087035	0
Cellline	H2228	Everolimus	0.762675127	0.335278823	0.74413415	-3.161356601	0.379722724	-1.500997781	-0.982370778	0.625106226	0	0.139857482	-0.508007639	0	0	-3.231950271	-3.204127826	-2.083666909	-2.322870511	0	1.174885127	0.753355668	0	0.116834702	0	0.447461365	0.074886899	0	0.57128011	0	0.656216169	0.648200381	0	0.233525097	-0.862239459	0.87884423	0.369646249	0.309683947	0	0.298832537	0.220002655	-1.049467666	0.278766913	-1.137266578	1.137348329	0.316048433	-0.495182799	-0.720120468	-1.519946962	0	0	0	0	0.927497075	0
Cellline	H2291	AZD5363	3.47162773	3.115130787	0	0	0	0	-0.205921389	0	0	0	-0.258851702	0	0.34579857	0	0	-0.126115211	0	0	0	-0.690800383	0	0	0	0	0	0	0	0	0	0	0.234873179	-0.228058914	0	0	0	-0.331470642	0	0	0	0.671718069	0	0	0	0	0	0	-1.509128103	0	0	0	0	-1.014424769	-0.193366407
Cellline	H2291	GDC0941	0	0	-0.225531715	0.309601011	0	0.382257027	0.419672221	0	0.206752604	-0.321844352	0.523483368	0	0	0.395634249	0.252447201	0.406476444	0.375207944	0	0	-0.786855416	0	0	-0.433205461	0	0.163213607	0	0	0	0.880331363	0	0	-0.250786955	0.324446096	-0.862495041	0	-0.233168569	0	0	0	-0.785471801	0	0	0	-0.285108034	0.18400451	0.348502627	-1.442915586	0	0	0	0	-1.114721924	0.416123779
