Rowname	Mutation_Status	Drug	CellLine	SensitivityWithQuartileThreshold	GI50	ContinousSensitivity	AKT308	AKT473	ATF2	AXL	bCATENIN	CHK1	CHK2	cJUN	cKIT	cMET	cRAF	EGFR	ERK/MAPK	FAK	FGFR1	FGFR2	FGFR3	FLT3	GSK3a	GSK3B	HER2	HER3	HER4	HSP27	HSP27(total)	IGF1R	IGF1R (pan TYR)	IR	IR (pan TYR)	IRS1	JAK1	JNK	LCK	MEK1	MSK1	mTOR	NFkB	p38	p53	p70S6K	PDGFRa	PDGFRb	PRAS40	PTEN	Rb	RET	RPS6	SRC	STAT1	STAT3	STAT5A/B	TSC2	VEGFR2
AZD5363_PC9	EGFR_mutant	AZD5363 	PC9	NotSensitive	2552.33	0.044758614	2.523029784	1.871941737	-0.252548383	0.068409111	0.015193966	-0.045131679	0.099385424	-1.070130811	0.07364368	-0.154565599	0.014371097	-2.097980466	-0.421032664	0.255558185	0.148990059	0.030267275	0.097281121	-0.190771956	-0.819136203	-0.906159606	-0.588426083	-1.629984145	-0.084569712	-0.174283833	-0.06735611	-0.33182511	-0.319334166	-0.094513709	-1.015737894	-0.984885876	0.378806893	0.020691305	0.127606509	-1.481255724	-0.146269457	-0.132854098	-0.037511837	-0.116109424	0.056466211	-1.355334494	-1.18515847	-0.481933433	-1.995579677	0.11263038	-0.162293632	-0.071704843	-1.583990704	0.302890426	-0.191931699	0.158459118	-0.223677028	-1.469739717	-0.073090842
AZD5363_SKLU1	KRAS_mutant	AZD5363 	SKLU1	NotSensitive	51973	0.911417986	3.252334822	3.313195389	-1.022027589	0.394816424	0.146484483	0.123555012	0.341388292	-0.774226005	-0.541601951	-0.039709214	0.1544076	-0.025247892	0.172710311	0.216509091	0.103758169	0.294339444	0.255281514	-0.028304451	-0.333389035	-0.73564793	0.278833238	0.518174486	0.439420375	0.576626466	-0.0365033	-0.183870245	0.124297457	0.100175402	-0.83307436	0.058137002	-0.154356175	0.424045149	0.433275634	0.352190057	0.167615759	0.082028844	0.070591305	0.415851903	0.094997642	1.066268705	-0.03726041	-0.414870274	-0.521820318	-0.31570392	0.275204386	0.388331603	-1.357422444	-0.036607755	-0.54138836	0.815855035	0.281879098	0.006460967	0.088923128
Everolimus_A549	KRAS_mutant	Everolimus	A549	NotSensitive	1.3	0.254901961	0.009148201	0.234790586	0.027020957	0.249475378	0.10789239	0.389372247	0.22561452	0.172741153	0.144652933	0.269722361	0.436308017	0.170038251	-0.208558493	0.339126337	0.246266142	0.333246298	0.382412	0.429383067	0.471710248	0.375956828	0.134540302	0.074583174	-0.006182695	-0.08052019	0.080816395	0.440508005	0.231715505	-0.105725101	-0.167174572	-0.680164106	0.183911891	-0.064142802	0.117033857	0.128145115	-0.400958345	0.180965531	0.063533118	0.101697951	0.193784803	-0.047950045	-0.581506079	0.07247705	0.226815818	0.369931992	0.291109179	0.294269752	-0.970198313	-0.78847892	-0.066623274	0.020977525	0.122821344	0.375938163	0.184500866
Everolimus_CORL105	Wild_type	Everolimus	CORL105	NotSensitive	0.8	0.156862745	1.657073601	2.170975768	0.279133005	0.332735851	-0.018476389	0.101791349	-0.02134973	0.268097053	-0.072939865	-0.517795481	0.093780782	-0.046944656	-0.7590812	0.207524167	0.175318151	-0.022678624	0.327852458	-0.11892607	1.135646757	1.063921835	-0.554668744	-0.157134992	-0.434668968	-0.19297599	0.423156174	0.358840898	-0.048777814	0.385678498	-1.034278244	-0.0275284	-0.439101931	0.083179337	0.24785626	0.666608989	0.027478452	0.904731662	0.246678069	0.250582523	0.579673468	-0.145619488	-0.132549354	-0.49909708	0.128563661	0.719985435	-0.106265513	0.144071278	-0.07786291	0.418046488	0.590301236	0.142842259	0.219339361	0.874521941	-0.307959894
Everolimus_H1373	KRAS_mutant	Everolimus	H1373	NotSensitive	5.1	1	-0.106164252	-0.093378467	0.033899182	0.01311335	0.082703219	-0.135705688	-0.052421594	0.207629135	0.567138022	0.299955483	-0.420912282	6.68E-05	-0.279858787	0.026714021	0.025201787	-0.026936925	-0.217686695	-0.017729116	-0.637716066	-0.545889924	-0.090906829	0.012012985	0.299116463	-0.073007923	-0.094408738	-0.104794411	0.035199405	-0.22163749	0.502988797	-0.824929538	-0.01902129	0.020418941	-0.128831022	-0.843583447	-0.962640979	-0.155238029	-0.178930833	-0.942898446	-0.084141541	-0.483633479	-0.126367823	-0.110124744	-0.673753039	-0.159173545	0.287623281	-0.207367545	-0.028654383	-0.181509378	-0.007479978	0.030365172	0.061467376	-0.229245144	-0.087117007
Everolimus_H1437	Wild_type	Everolimus	H1437	Sensitive	0.41	0.080392157	0.456836489	0.510320106	0.125105973	-0.166898918	-0.584062607	-0.396687407	-0.311088645	0.266387294	-0.20468424	0.509158796	-0.34774046	-0.134113657	-0.32466285	0.3769464	0.142195611	0.148798589	0.233884428	0.145813007	-0.537667524	-0.69991658	0.094876042	0.384527734	0.089046963	0.544090656	0.147197335	-0.569968704	0.028858869	0.172539838	0.261578582	-0.309450978	0.319729255	0.437763755	0.142181757	1.426390185	-0.265911039	-0.497690726	0.141873521	0.521393038	0.253573788	-0.941130786	0.64556864	-0.397329318	-0.728246196	-0.481169364	-0.748088469	-0.095844159	-1.286048648	0.176405927	0.321072671	0.496698313	0.43274568	0.218458309	0.298639792
Everolimus_H1563	Wild_type	Everolimus	H1563	NotSensitive	0.79	0.154901961	-0.123411274	-0.724441076	-0.255720483	-0.254830484	-0.190424764	-0.252294424	-0.283985059	-0.079652899	0.102461512	0.042056273	-0.344962805	-1.657724034	-2.559811684	-0.29570135	-0.412731612	-0.395839422	-0.227014348	0.133874464	-3.386624658	-1.669001547	-0.668719798	-0.336823534	-0.065237209	-1.348009681	-0.021643346	-0.157252536	0.080055098	-0.028844216	0.081920733	-1.094299674	0.340283009	-0.181532513	0.368470762	-2.966844868	-1.022012064	-0.419836954	-0.364429364	-0.188976609	0.009352107	-1.803780536	0.362770488	0.20284733	-0.720007331	-2.107709619	-0.233776044	-0.415145721	-2.474558487	-0.377064714	-0.037190479	-0.158146157	0.035275452	-2.120003863	0.30574511
Everolimus_H1568	Wild_type	Everolimus	H1568	NotSensitive	0.77	0.150980392	0.454944934	-0.210111588	-0.137149286	-0.065183617	0.208458331	-0.114372728	0.024964863	-0.719550609	-0.156512812	-0.639267354	-0.031152074	-0.147955708	0.263914512	0.100558776	-0.10639818	-0.139405405	-0.129235417	-0.1404326	-0.379984456	-0.215961597	-0.37437342	-0.552900739	-0.014331144	-0.014207747	-0.066464431	-0.191924975	-0.255984533	-0.081097196	-0.472932435	-0.344224312	-0.290235993	0.222481793	-0.09067841	-0.149049723	0.151401618	-0.157707799	-0.221943679	0.233392567	-0.018176429	-1.638549417	-0.226459518	-0.276223725	-0.30969819	-0.219911876	0.104590551	-0.196395383	-5.074024004	-0.063339455	0.028376714	0.05864236	-0.01883032	-0.277469308	-0.076163495
Everolimus_H1650	EGFR_mutant	Everolimus	H1650	NotSensitive	0.6	0.117647059	-0.154933841	0.167424787	-0.48336597	-0.317396929	-0.125736632	-0.191972244	-0.170899838	-0.606916488	-0.127027845	-0.035616157	-0.140614065	-0.020457977	-0.168519974	-0.11724847	-0.097549546	-0.305070564	-0.224847046	-0.150466757	-0.21854898	0.022608234	0.125812768	0.092352686	0.254366811	-0.528857354	0.114917506	0.265572265	0.033781146	-0.319983815	0.004634801	-0.194110191	0.602294812	-0.579453075	-0.218866156	0.027049577	-0.17077574	0.079465864	0.024975249	-0.259778573	0.003032696	-0.60433857	-0.200812114	-0.760899946	-0.177897789	0.060599159	0.045664789	-0.2866097	-0.886852607	-0.145924876	-0.109907575	0.423524625	-0.33971022	0.001687583	0.071443696
Everolimus_H1693	Wild_type	Everolimus	H1693	Sensitive	0.46	0.090196078	0.170771764	0.193738405	-0.501298233	-0.219570006	-0.467373227	-0.316735345	-0.345070124	-0.538279342	0.109188334	-0.053488383	-0.234630226	-1.225914295	0.348320589	-0.243153365	-0.155479886	-0.248083648	-0.226542434	0.057373437	-0.101869601	-0.045627979	-0.930359223	-0.098055852	0.190639968	0.081878021	-0.001290408	-0.026266914	-0.399484238	0.173505621	-0.142708822	-0.243801772	0.090031477	0.217558234	-0.248924561	0.406006719	-0.127404692	-0.066461821	-0.038689783	-0.203154113	0.0209974	-0.378862628	0.030739665	-0.065464036	0.105004656	0.113894199	-0.426552481	-0.292269066	-0.166117382	-0.066908899	0.110710494	0.207718001	-0.276801718	-0.105794146	-0.028840858
Everolimus_H1734	KRAS_mutant	Everolimus	H1734	NotSensitive	0.83	0.162745098	-0.021535349	0.27804142	0.365592029	0.206837219	0.163414197	-0.098542094	0.107243006	0.65133982	-0.703111908	-0.584878947	0.09715359	-0.206958674	0.367529971	-0.010506879	0.023153008	-0.090887327	0.078417027	-0.859275095	0.488664698	-0.064248201	-0.54557063	-0.529629087	-0.892199166	0.802652371	0.121120051	0.013513238	-0.454221684	0.11151625	-0.792663493	0.191919485	0.107766779	0.004979214	0.105519171	0.99190499	0.579995405	0.063755476	-0.093310667	0.135440153	0.363701966	-1.102997299	0.377261509	-0.192846341	0.852631624	0.338583684	0.60422666	0.070930269	-0.920067393	-0.11987707	0.141335932	-0.077465468	0.31836782	0.276632056	-0.422713882
Everolimus_H1755	BRAF_mutant	Everolimus	H1755	NotSensitive	1.17	0.229411765	0.778847862	0.85439167	-0.048931407	0.616560295	0.465753207	0.61592899	0.600417802	-0.24396782	0.385541214	0.661889665	0.304093964	-0.412088786	-1.081235635	0.462341211	0.065381095	0.419123536	0.434866004	0.225076542	-0.083735965	-0.333993012	-0.327752072	0.314497442	-0.281141129	-0.217781731	0.172538692	0.115096663	0.132871365	-0.166142338	-0.134433478	-0.272833908	0.456347431	-0.058589198	0.012358558	-0.303781852	-0.008122635	0.001249648	0.224233107	-0.304824412	-0.295595366	-2.109190627	0.163459685	0.423392892	-0.096925838	0.145433959	0.253856316	0.29230031	-1.662858937	-0.114227569	0.036360548	-0.013765953	-0.112241133	-0.005338274	0.289252898
Everolimus_H1781	Wild_type	Everolimus	H1781	NotSensitive	1.03	0.201960784	-0.006962446	-0.238364969	0.012642629	-0.346148509	-0.53908072	-0.203168396	-0.414744239	0.191301635	0.356582621	-0.006585639	-0.195739318	-0.643571417	0.113409688	0.053416859	-0.352835785	-0.494319269	-0.171923371	-0.422736759	-0.096278657	-0.124109439	0.259783671	-0.052081822	-0.029525621	-0.331108814	-0.219822145	-0.25849342	0.068249594	0.133688162	0.067824334	-0.101394481	-0.317421412	0.219132608	-0.274957076	0.280894009	-0.09802763	-0.129783205	-0.126272771	0.029492008	0.323021954	-0.514815974	-0.310262029	-0.353474096	-0.061566742	-0.117616951	-0.195415375	-0.158872979	-0.275045934	-0.267592363	-0.126954816	0.213338527	0.436044612	-0.199772451	-0.008753475
Everolimus_H1792	KRAS_mutant	Everolimus	H1792	Sensitive	0.34	0.066666667	-0.045098666	-0.011645497	-0.212311443	0.870138655	0.276278974	0.324646846	0.285148243	-0.146384871	0.226385287	0.554464024	0.005757213	-0.067855961	-0.48454633	0.376081221	0.077946225	0.530055475	0.005770761	0.074763808	-1.674224949	-1.302243654	-0.38329621	0.179625353	-0.10727577	-0.86994021	0.007626952	0.101523223	0.250276235	0.70220964	0.106259661	-0.104599419	0.3007215	-0.315768101	0.209198637	-1.168014895	-0.109969879	0.042971813	0.019481373	-0.46734681	0.477465713	-2.466797421	-0.365808784	0.079602365	-1.439508593	-1.088559803	0.073493022	0.062090867	-5.590723019	-0.198081337	0.365004584	0.229049754	0.161206368	-0.787138028	-0.481286001
Everolimus_H1793	Wild_type	Everolimus	H1793	Sensitive	0.19	0.037254902	0.719024511	0.318579433	0.291986467	-0.00110159	0.039168914	-0.158137915	-0.127706318	0.651548732	-0.432263467	-0.586402993	-0.206579921	-0.786948074	-0.147771941	-0.042816408	-0.061640323	-0.079094923	-0.118120269	0.26153463	-0.53961127	-0.093993863	-0.216374841	-0.20666563	-0.022175184	-0.241741561	0.057079335	-0.83610276	0.229564158	-0.035055117	0.123255256	-0.160424287	-0.126961812	0.209411899	0.319598606	-0.434620278	-0.016147801	0.276012243	-0.15358495	0.14665986	0.35821373	-0.965242147	-0.976280418	0.266164338	-0.17867593	0.136311408	-0.379461376	-0.059266579	-0.081012245	-0.590990262	0.447828072	0.191344245	0.293180257	0.136770062	-0.353558442
Everolimus_H1838	Wild_type	Everolimus	H1838	Sensitive	0.43	0.084313725	0.82365613	0.496887329	-0.581308935	0.351213974	0.263115101	0.265380976	0.312745869	-0.338622354	0.313084888	0.49243847	0.311179137	0.03562705	-0.1897031	0.276620697	0.387085469	0.233768542	0.468155576	-0.127487703	-0.142004694	0.017806257	0.185451609	0.071139532	0.071583644	0.251162982	0.139971262	0.222208805	0.395855679	-0.509409955	0.882410758	-0.127687717	0.999530826	-0.257343592	0.269545048	-0.107816599	-0.264590701	0.110120846	0.325098582	-0.679208781	-0.199420261	-1.274575261	1.030941659	0.043131068	0.380311537	0.20317896	0.131891816	0.300383865	-0.950013527	0.177490323	0.044616597	0.040353984	-0.060102553	0.022327001	-0.033188678
Everolimus_H1944	KRAS_mutant	Everolimus	H1944	NotSensitive	0.65	0.12745098	0.310591473	0.284376857	-0.104631089	0.047162295	0.099607915	0.098501977	0.015362267	-0.544948309	0.001189247	-0.079699364	0.064408078	0.076287244	-0.445369946	0.015970724	0.115372452	0.097120747	0.188578713	-0.203981699	-0.679092169	-0.652643888	-0.191908867	-0.185649877	0.313790355	-0.018985122	-0.00795339	-0.393542729	0.114547819	-0.029325841	0.407850635	-0.689172155	-0.018703995	0.064492446	0.011746992	-0.09824976	-0.060664334	-0.074312636	-0.515085508	-0.355469453	-0.068892609	-2.274574749	0.011624527	0.319990171	-0.313953519	-0.216627947	0.064753456	0.142738008	-5.562497957	-0.841192349	-0.19799363	-0.104446026	0.030483554	-0.731875198	-0.234658515
Everolimus_H1975	EGFR_mutant	Everolimus	H1975	NotSensitive	1.1	0.215686275	0.580750529	1.137105924	0.343689479	-0.376203773	-0.287473795	-0.450275411	-0.06723835	0.355001389	0.070013895	0.508633436	-0.446484846	0.045669125	-0.027874166	-0.542004379	-0.406766761	-0.582757882	-0.427438024	-0.025271746	0.383705158	1.282660563	-0.009819561	0.431158795	0.23686377	-0.310240798	0.115610676	1.994765335	0.259723609	0.018586365	0.498840869	-0.101244999	-0.249758865	-0.054801028	-0.162657138	-0.048263343	-0.006394439	-0.001421908	-0.285302052	0.021813797	0.082413038	0.165642334	0.175923837	0.349463245	-0.438536623	0.2931237	0.075655406	-0.349875151	-0.485407193	-0.049898584	-0.087176876	-0.012570278	-0.301574753	0.212678664	0.192939813
Everolimus_H1993	Wild_type	Everolimus	H1993	NotSensitive	1.31	0.256862745	0.262032538	0.120239118	0.033108073	0.053566306	0.101006975	-0.041989498	0.125155275	0.006535291	0.024728408	-0.446086549	0.123719908	-0.249285754	-1.418288415	-0.141175788	0.052842044	0.013433538	-0.057733753	0.32839031	-0.718675747	-0.646582798	-0.211648243	-0.210086124	-0.019665711	0.069213793	0.591336035	0.120943723	-0.054343163	0.171624015	-0.149434544	-0.80926492	0.275957301	-0.369550531	-0.376888576	-0.074227557	-0.23418989	0.26005515	-0.121250898	-1.514637226	0.111355492	0.251619594	0.310723962	0.429970857	-0.167353667	0.29169883	0.226741425	0.139447907	-0.889640579	-0.127274686	0.090773743	0.192639878	0.029474119	-0.058284032	-0.01294201
Everolimus_H2030	KRAS_mutant	Everolimus	H2030	NotSensitive	0.7	0.137254902	2.23625056	1.111529502	-0.073123902	-0.280548322	-0.139458898	-0.204426684	-0.144705292	0.206597461	0.174111119	0.541498214	-0.221409917	-1.032501237	0.153669985	-0.091153208	-0.308164301	-0.228332014	-0.263533034	-0.193200773	-0.113560467	-0.128645297	-0.003577047	0.255183353	0.109980781	-0.483665445	0.000495364	0.191870935	-0.079990162	-0.135582489	0.394381476	-0.08673174	-0.323709425	-0.020072438	-0.267546364	-0.28136463	-0.316430358	0.475645667	0.017954888	-0.486849518	-0.20081808	-1.162348605	0.181930623	0.079571178	0.120849728	0.094580727	0.018905593	-0.216678834	-0.159093388	0.289959447	0.058815629	-0.003028181	-0.314055168	0.267118749	0.257044825
Everolimus_H2087	BRAF_mutant	Everolimus	H2087	Sensitive	0.45	0.088235294	0.585518779	1.311392517	0.211749397	-0.522121944	-0.267983938	-0.796169342	-0.849804713	0.32561244	-0.145746065	-0.33709005	-0.576406742	-0.073938176	0.294166103	-0.699933162	-0.584363851	-0.574397094	-0.500819558	-0.159551864	-0.360370874	0.16332195	0.031645935	0.025085635	0.208918816	0.294166103	-0.11834446	-0.481479959	0.03214376	-0.6241095	-0.273587108	-0.098515535	-0.716235294	0.355249565	0.19567624	0.066139689	0.473432151	-0.09148759	0.092284335	0.262885546	-0.030646072	-2.019678446	0.226766818	0.170409481	-0.663939554	-0.295269874	-0.683632123	-0.612149532	-2.101935405	0.228089071	0.218118782	0.127392945	0.002785433	0.006034201	-0.324182567
Everolimus_H2122	KRAS_mutant	Everolimus	H2122	NotSensitive	2.53	0.496078431	0.305200249	0.101848019	-0.667985539	-0.884834277	-0.029029622	-0.063914216	0.069518327	-0.370058482	-0.203257325	-0.396761406	0.061230971	-1.72946934	-0.097749053	-0.254159648	0.429226635	-0.172217211	-0.147775699	-0.271951691	-0.361771818	-0.31408238	-0.782395454	-1.538200485	-0.154211422	-0.595680883	0.143943951	-0.325710691	0.448398944	-0.616317175	-1.28645126	-0.384637201	-0.982633636	0.116875256	-0.218508223	-0.847356494	-0.761762553	-1.160951885	-0.545927847	0.07283253	-0.189509995	-0.046129804	-0.367069721	-0.654581364	-0.518927263	-0.21716239	-0.059038522	0.085377388	-1.079696604	0.278792327	-0.217040894	0.058967741	-0.162296153	-1.216832473	-0.761625616
Everolimus_H2228	ALK_mutant	Everolimus	H2228	NotSensitive	2.2	0.431372549	0.762675127	0.335278823	0.74413415	-3.161356601	0.379722724	-1.500997781	-0.982370778	0.625106226	-0.031316065	0.139857482	-0.508007639	0.047376566	-0.007248305	-3.231950271	-3.204127826	-2.083666909	-2.322870511	0.037145814	1.174885127	0.753355668	0.130519618	0.116834702	-0.257919202	0.447461365	0.074886899	-0.258691894	0.57128011	0.105629248	0.656216169	0.648200381	0.008841061	0.233525097	-0.862239459	0.87884423	0.369646249	0.309683947	-0.270924622	0.298832537	0.220002655	-1.049467666	0.278766913	-1.137266578	1.137348329	0.316048433	-0.495182799	-0.720120468	-1.519946962	0.061028997	-0.0801453	0.015138824	-0.013974169	0.927497075	0.171623993
Everolimus_H2291	KRAS_mutant	Everolimus	H2291	NotSensitive	1.21	0.237254902	0.328571272	-0.166474237	0.211462165	-0.015693692	-0.015850296	-0.013912145	0.032604431	0.269430511	0.034822991	0.074592025	0.182954151	-0.239584111	-0.146527617	-0.023558894	-0.083835991	-0.072072098	-0.033426535	0.026746163	-0.923410527	-0.420957526	-0.176639623	0.115897928	0.594088183	-0.285490086	0.244594249	0.226265322	0.065821815	0.438909766	1.127191385	-0.760760963	0.256603307	-0.583012869	-0.035003119	-0.79099076	0.061175966	-0.151070872	0.189475662	0.196530921	0.384169017	-1.100743572	-0.087763615	0.523918871	-0.853979784	-0.21140504	0.041566353	-0.006900866	-2.1998077	0.532281674	0.371695761	0.155760537	0.0250362	-0.56142071	-0.359384013
Everolimus_H23	KRAS_mutant	Everolimus	H23	NotSensitive	0.5	0.098039216	0.466715714	0.816206526	0.534212903	-0.042568348	0.041888157	-0.294456253	-0.029820577	0.803446255	-0.361242798	0.031872692	-0.051698427	-0.334715585	0.774051639	-0.040920111	-0.064663461	-0.018363452	0.020390033	-0.166226815	0.631412951	0.468414071	-0.242848098	-0.299423784	-0.12970094	0.273642537	0.013194359	0.159920923	0.048786075	-0.215857583	-0.186690918	0.016613682	0.248810684	0.589680342	-0.002568881	0.466954973	0.433235255	-0.024257808	-0.311609633	0.375793362	0.258718586	-1.908866207	-0.305686536	0.494387892	-0.017899984	0.164511413	0.268029979	-0.002568881	-1.03575164	-0.014223722	0.320024644	0.091458936	0.108907068	0.341457827	0.100418843
Everolimus_H2347	KRAS_mutant	Everolimus	H2347	NotSensitive	0.62	0.121568627	-0.024049837	-0.141668391	0.267429513	0.300593063	-0.005136027	0.107054026	0.082067994	-0.656890665	-0.544666443	-0.398008144	0.020181889	-0.130946674	-0.725555312	0.231435689	-0.113495046	0.226047864	0.044439083	-0.310091043	-0.085091331	-0.541106184	-0.265663577	-0.24568801	-0.250935239	-0.269923087	-0.011775476	0.144771467	-0.341625674	-0.023190493	-1.219147475	-0.427082451	-0.644145849	-0.526285448	0.062798649	-1.699861575	-0.703627473	0.402982362	-0.008085893	-0.083384105	-0.14434238	-0.80532773	-0.156800101	0.377800916	-0.192213019	0.246552043	0.158721908	0.111673779	-0.850716793	-0.113782751	0.102263713	0.105548213	-0.245027284	-0.50046037	-0.602698564
Everolimus_H3122	Wild_type	Everolimus	H3122	NotSensitive	2.04	0.4	0.537560678	-0.045991306	-0.439997174	0.113151834	0.007789105	-0.121661268	0.03363818	-0.060948843	-0.646060699	-0.055111903	0.112931201	-0.104650489	-0.300689112	0.350871282	0.04083985	-0.004527977	0.063223282	-0.078171712	-0.27845503	-0.220615977	-0.369220494	0.288017908	0.138926409	0.286825105	-0.034170529	0.160752772	0.515302288	0.128279166	-0.077039743	-0.094921262	-0.108863531	-0.196543832	0.020321155	0.181270101	-0.022895745	0.03546269	0.072048547	0.044136522	-0.16343004	-0.216527281	0.705418307	0.138926409	-0.684359423	-0.151067169	-0.033163671	0.080899465	-0.572037377	0.335323623	-0.094360653	-1.009678107	-0.518558435	-0.070980757	0.034676448
Everolimus_H358	KRAS_mutant	Everolimus	H358	NotSensitive	0.8	0.156862745	0.246052152	0.056355754	-0.064097357	0.1094791	0.000110281	-0.115116323	-0.004552577	-0.123530271	-0.096868355	-0.379268086	-0.048480014	-0.593911008	-0.432484763	0.054594917	-0.131049678	-0.042233099	-0.063453115	-0.193661462	-0.646748397	-0.408374564	-0.2459177	0.214599968	-0.642302491	-0.379268086	-0.071041745	-0.150449396	0.072427884	-0.279732413	-0.243436283	-0.531930547	-0.194730544	-0.113722461	0.03196655	-0.599489408	-0.58485222	0.01678228	-1.043919475	-0.043767972	0.457757703	-2.671423258	-0.433206893	0.197434688	-0.627897774	-0.070107287	0.026713011	-0.030798204	-2.63811738	-0.050998464	0.178472946	0.26755967	-0.019865286	-0.3897552	-0.269884627
Everolimus_H441	KRAS_mutant	Everolimus	H441	NotSensitive	1.36	0.266666667	0.420751392	0.233222456	-0.278998662	-0.070537577	-0.12450821	-0.163425336	-0.113852369	0.06108345	0.175674117	-0.040421066	-0.106184163	-0.472439204	-0.121209419	-0.080718773	-0.135711247	-0.034054102	-0.208174444	-0.215712115	-0.013893028	0.094104714	-0.171151546	0.118188622	0.045960294	-0.306133856	-0.137734849	-0.524806	-0.106184163	-0.466773879	0.329942523	-0.280565633	0.199162701	-0.087655954	-0.108179779	0.065809339	4.62E-05	0.006196425	-0.198577768	0.076521347	0.123719728	-0.697032145	-0.013408261	-0.199421664	0.043377011	0.038171642	0.004573067	-0.15461356	-0.733727997	-0.172488539	0.140367857	0.150940053	-0.342005319	-0.019114958	-0.558696368
Everolimus_H522	Wild_type	Everolimus	H522	NotSensitive	0.98	0.192156863	0.177254535	0.50158231	-0.141992558	-0.521799569	-0.259398752	-0.602064946	-0.336080062	-0.098268888	-0.371563402	-0.267226742	-0.374061937	0.755493334	1.003930811	-1.086459675	-0.446218199	-0.353814427	-0.541102708	0.589815304	0.402315364	0.148594192	-0.033285248	0.067192297	0.060347916	-0.181730522	0.120573058	0.258287293	-0.130724742	0.704576366	-0.084849999	-0.223470466	-1.169112319	-0.017727817	-0.587177188	0.357953962	0.446572868	0.133209593	-0.571007491	0.073309327	-0.065460274	-0.135721959	0.034153976	0.432264147	-0.671552463	0.241666451	-0.477261957	-0.690438173	-0.727140464	-0.030786546	-0.165347129	-0.155680089	-0.057707846	0.587527531	-0.221423052
Everolimus_H820	EGFR_mutant	Everolimus	H820	NotSensitive	1.33	0.260784314	0.05215344	-0.330624114	-0.471693024	-0.210680386	-0.342048161	-0.186458244	-0.156584057	-1.199339799	-0.230085176	0.076417592	-0.201127554	-0.243628644	-0.436536054	-0.22001517	-0.32449079	-0.198801022	-0.30418992	-0.293250178	-0.658119024	-0.386920178	-0.170528332	0.134911641	-0.258654329	-0.027549349	-0.150342274	-0.680746585	0.424418257	-0.397541922	0.890621786	0.226549189	-1.096865559	-0.195733672	-0.244806682	-0.535565931	-0.947685445	-0.221629108	-0.488101508	-0.324684199	0.031681483	-1.934935259	-0.033459092	0.181110257	-1.024746164	-0.233958693	-0.335463418	-0.170893543	-1.560813459	-0.6601271	-0.275859205	-0.459057746	-1.715512004	-0.432365551	-0.228921243
Everolimus_HCC2935	EGFR_mutant	Everolimus	HCC2935	Sensitive	0.05	0.009803922	0.349941552	0.107446678	0.046131175	-0.03378481	-0.250968991	-0.551403369	-0.28459381	-0.625412761	0.330964294	-0.141630447	-0.496161427	-0.393047484	-1.27626017	-0.38391083	-0.237431362	-0.348618226	-0.237974825	0.114622832	0.591113308	-0.008716432	-0.192509842	-0.221083585	0.071261334	0.008262013	0.158257768	0.093857632	-0.12414302	-0.004420082	-0.099574299	0.080600141	-0.679577063	0.12667781	-0.538277989	-0.135912964	-0.504844156	0.110238699	-0.007599115	0.311231126	0.241482285	0.06196775	0.293351525	-0.088361293	-0.008517503	0.156593387	-0.334547091	-0.511750261	-0.260869261	0.159946822	-0.029226391	-0.058810055	-0.176512257	0.541708014	-0.559148936
Everolimus_HCC4006	EGFR_mutant	Everolimus	HCC4006	Sensitive	0.48	0.094117647	0.056275538	0.065945838	0.11861528	-0.455010819	-0.078225497	-0.145448602	-0.268340114	0.371758835	-0.050892836	0.238667008	-0.155913116	-0.107972841	0.414290755	-0.056661519	-0.096658367	-0.214359285	-0.142556568	-0.239380289	0.876096929	0.791316508	-0.090678558	-0.083261087	-0.069455288	0.792062759	0.120500446	0.195540635	0.023654117	0.17565721	0.464650843	0.106606906	-0.911019636	0.411315177	-0.064588387	0.636416958	0.654820408	0.137653208	0.127489928	-0.313025037	0.259323624	-0.398877919	0.149184999	-0.259279846	-0.272357965	0.197329657	0.046029554	-0.103504906	-0.715127902	0.168044026	0.228768547	0.295594076	0.187883513	0.706157552	-0.003414126
Everolimus_HCC44	KRAS_mutant	Everolimus	HCC44	NotSensitive	2.93	0.574509804	0.015550901	0.429322137	-0.191418523	0.306980414	0.259717162	0.272263668	0.296745908	-0.095127452	0.705001868	1.02401248	0.377878092	0.515865576	0.003645487	0.365266374	0.344954656	0.260010939	0.442747428	0.621047813	-0.039571754	0.048020316	-0.051307611	0.022867938	0.008070936	-0.017020045	0.10320007	0.159827815	0.246583023	0.142466876	0.459282048	-0.144871718	-0.039263129	-0.032571049	0.421311132	-0.038437854	0.027834191	0.073330261	0.109809618	-0.234151502	-0.037016954	-0.179751525	-0.083773501	0.815425858	0.121204544	0.043950442	0.398633934	0.402341907	-0.323253075	0.257430405	-0.267314573	0.128925331	0.095978025	0.003613584	0.230463357
