CellLine,ContinousSensitivity,Mutation_Status,Drug,AKT308,AKT473,ATF2,AXL,bCATENIN,CHK1,CHK2,cJUN,cKIT,cMET,cRAF,EGFR,ERK_MAPK,FAK,FGFR1,FGFR2,FGFR3,FLT3,GSK3a,GSK3B,HER2,HER3,HER4,HSP27,HSP27_total,IGF1R,IGF1R_panTYR,IR,IR_panTYR,IRS1,JAK1,JNK,LCK,MEK1,MSK1,mTOR,NFkB,p38,p53,p70S6K,PDGFRa,PDGFRb,PRAS40,PTEN,Rb,RET,RPS6,SRC,STAT1,STAT3,STAT5A_B,TSC2,VEGFR2
H1781,0.661171277,Wild_type,GDC0941,0,-1.018322474,0.347282146,0,0,0,-0.205988977,0,0,0,0,0,-0.385554542,0.13583135,0,0,0,0,0,0,0.762908759,0,0,0.774984673,-0.33819411,-0.428917568,0,0,0.533460208,-0.451365761,0,0.344085123,0,0.32128122,0.642610387,0,0,0.511362995,0.227156613,-1.22626118,-0.133779213,-0.369371133,0,0,-0.162114227,0.162488495,-0.457805595,-0.351830088,-0.270839581,0,0,0,0
H1792,0.564173043,KRAS_mutant,GDC0941,0,-1.156614962,0,0,0,0,0,0,0.084782672,0,0,0,0,0,-0.166211107,0,0,0,0,0,0.41146289,0,0,0,0,0,0.790462508,-0.158941515,0.577733184,0,0.282084778,0,0,0,0,0,0.171792477,0,0,-1.504518891,0,0.442131177,0.156316991,-0.769628234,0,-0.139513986,-2.61120681,-0.242857566,-0.141303854,0.327321018,-0.080191841,0,0
H1793,0.649234844,Wild_type,GDC0941,0,0,0.482880435,0,0,0,0,0,-0.27291858,0.238824391,0,0,0,0,0,0,0,0.547603203,2.051994488,1.509297396,0.373339199,0.286579994,0,0.831873453,-0.020557308,-0.332803471,0,0,0,0,0,0.648580851,0,0.750805661,0,0.40244124,0,0.830531394,0.13996125,0,0,1.184501126,0,0.626289562,0,0,0,2.660501876,0.152990968,0.252059708,0,0,0
H1838,0.319558564,Wild_type,GDC0941,0.734155113,-1.737951485,0.983525932,0,0,-0.455682954,0,0.272206915,0,0,0,0.682608677,1.479027478,-0.085981039,0,-0.302262285,0,-0.306114611,0,0,0,0,-0.749721262,1.81826816,-0.399130771,-0.44930044,-0.299918345,0,0,0,0,1.520495619,0,1.223512677,1.641995163,-0.414484474,0,1.700960151,0.963323951,-1.779221759,1.631100522,-0.303545251,0,-0.40849025,0,0,-0.939573462,-0.229714203,1.665316237,1.55532067,1.924806623,-0.863357133,0
H1944,0.242713361,KRAS_mutant,GDC0941,-0.430979007,-0.794396982,0,0,0,-0.120538591,-0.134782593,-0.452504305,0,-0.148844502,0,0.249635733,-0.675451303,0,0,0,0,0,-0.622769936,-0.649639241,-0.30058237,0,0,-0.210614267,0,-0.303489272,-0.158955818,0,0,0,0,0,0,0,0,0,-0.343222547,0,0,-0.714933841,-0.498093203,0,-0.28905362,0,-0.1207158,-0.081129725,-1.321149895,-0.670510472,-0.458564839,-0.216659886,-0.476066896,-0.931462525,0
H1975,0.216874632,EGFR_mutant,GDC0941,1.68115776,-0.390134373,0,0,0,0,0,-0.570636516,0,0,0,0,0,0,0,0,0,-0.290818071,0.248411573,0,0,0,0,0,0.072519577,0,0,0,0,-0.465363981,0,-0.174815654,0,0,0,0,0,0,-0.344990634,-2.149438102,0.570873759,0,-1.827553439,0,0.347482123,0,-1.642539843,0,-0.408121441,0,0,-0.833866339,0
H1993,0.495155974,Wild_type,GDC0941,1.901735066,1.008542554,0,0.232798232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862272783,0,0,0,0,0.435760601,0,0.526675002,0,0,0,0,0,0,0,0,0,0,0.386214265,0,0,0,0,0,0,0,0,0,0,0,0.210422837,0,0,0.343126471,0,0.391203797
H2030,0.66725721,KRAS_mutant,GDC0941,0,-1.202122755,0,0,-0.102977937,0,0,0,0,0.218034817,-0.109476728,0,0,0,-0.05489805,0,0,0,-1.010326348,-0.955872057,0,0,0,0,-0.237027379,0,0,0,-0.229591033,-0.470111135,-0.457846515,0,0,0,-0.548432204,0,0,-0.162541051,0.138137163,-0.556636993,0,-0.351343641,-0.640184785,-0.584536352,0,0,-0.575217457,0,-0.307460853,0,0,-1.328367838,0
H2087,0.878557975,BRAF_mutant,GDC0941,0.537480836,0,0,-0.327431165,0,0,0,0.372769145,0,0,0,0,0,0,0,-0.256625892,0,0,0,0,0,0,0,0,0,0,0,0,-0.22511707,0,0,0.299382943,0,0,0,0,-0.318677246,0,0,0,0,0.273893621,0,0,0,0,0,0.469204187,0,0.353811549,0,0,0
H2122,0.963507946,KRAS_mutant,GDC0941,0.764621903,0.501829019,0,0,0.220222269,0,0.082905534,0,0,0.401442449,0.102888863,0,0,0,0.136949744,0,0,0,0,0,0,0,0.252396178,0,-0.077377756,0,0,0,-0.309697158,-0.267442535,-0.419231118,0.246816584,-0.099004874,0,0.216889834,0,-0.637238019,0,0.310027618,-0.218581195,0,0,-1.059465576,0,0,0,-1.571652281,0,0.361796645,0,0,0,0
H2228,0.208534432,ALK_mutant,GDC0941,0,0,0.551120699,0.272547175,0.15243937,0.89860723,0.160583445,0,-1.046748553,-0.363575777,0.222646857,0,0.27444391,0,0.231771673,0,0,0,2.567845487,1.680532915,0,0,-0.612489075,1.002498743,0,0,0,0,0,1.847952416,0,0.233359366,0.490715459,1.340411487,0.928205144,0.428695134,0,0.397271339,0.374639446,-0.537896501,0,-1.290202591,0,0.361611673,-0.809869881,0.546168815,-0.483024517,0,0,0,0,1.172040192,0
H2291,0.268787522,KRAS_mutant,GDC0941,0,0,-0.225531715,0.309601011,0,0.382257027,0.419672221,0,0.206752604,-0.321844352,0.523483368,0,0,0.395634249,0.252447201,0.406476444,0.375207944,0,0,-0.786855416,0,0,-0.433205461,0,0.163213607,0,0,0,0.880331363,0,0,-0.250786955,0.324446096,-0.862495041,0,-0.233168569,0,0,0,-0.785471801,0,0,0,-0.285108034,0.18400451,0.348502627,-1.442915586,0,0,0,0,-1.114721924,0.416123779
H23,1,KRAS_mutant,GDC0941,0.400755129,-0.328130016,0,-0.224682925,-0.177015323,-0.346870306,-0.227863082,-0.359221909,0,0,0,0,0.359529539,0.109550098,-0.136114294,-0.13868157,0,0.655828249,0,0,-0.091728756,0.346781446,-0.374760071,0.325679647,0,-0.303043239,0.518324725,0,0,-0.245355895,0,0,0,0,0.411409522,-0.03205807,-0.312798362,0.666837534,0,-0.630441112,0,-0.15085078,-0.78723369,-0.090758694,-0.287935449,-0.190497904,-0.18684655,-0.292913631,0.188953648,0.132154287,0,-0.900452459,0.321023285
H2347,0.749852855,KRAS_mutant,GDC0941,-0.798570268,-0.910494116,0,0,0,0,0,0,0,0,0,0,0.472717887,0,-0.261887233,0,0,0,0,0,0.815426082,0.692037474,1.254652248,0.505358143,0.065087425,0.458838298,0.679342992,0,0,0,-0.872352727,0,0,-1.023893947,0,0,0,0,-0.238027121,-0.729399776,0,1.042234072,-0.930840782,0,0,0,0,0.171665407,0,0,0,-0.832309744,0
H3122,0.285185403,Wild_type,GDC0941,0,0,0,-0.392476635,-0.335316533,-0.432347351,-0.426475967,0,0,-0.434935252,-0.321964517,0,0.636915033,0,-0.465569428,-0.330589134,-0.377207953,-0.489021956,0,-0.413942839,-0.712956542,-0.380630094,0,0.678035483,0,0.373339176,0,0,-0.520311464,0,0,0,-0.331367017,0.815139923,0.317226463,0.3951306,0,0.328283324,0,-0.314169156,-0.314847482,-0.686961334,-0.882525863,0.173133521,-0.289039255,-0.291476632,0,0,0,-0.298537827,0,0,-0.444886546
H358,0.711889347,KRAS_mutant,GDC0941,0,-2.286674535,-0.569855073,-0.636526114,-0.634395326,-0.747251325,-0.785294734,-1.39347505,0,-0.550746251,-0.873142171,-1.098931554,-0.638896718,1.213840823,-0.860795476,-0.842030133,-1.133623352,0,0,-1.974187873,-0.575568725,0,-0.417851981,-0.534848624,-0.160432311,-1.360401708,-0.487392913,0,0,-1.645991014,-1.146930897,-0.66867281,-0.984892573,-1.640668412,-0.847389049,-1.245859645,-0.428679011,-0.304096031,0,-2.291903349,-0.431148803,-1.30362128,-1.972191252,-2.098004002,-0.935412719,-1.083881668,-2.520460259,0,-0.726359559,0,0,-2.188353178,0
H441,0.275591524,KRAS_mutant,GDC0941,-0.348045229,-0.706247141,0.310846356,-0.254273479,0,-0.441526568,-0.25868533,0,0,0,-0.43962418,0,0.302373811,0,-0.343254508,-0.252701778,-0.390389525,0,0,0,0,0.29784627,0,0.811191393,-0.19275436,-0.330810692,0,0,0,0,0,0,-0.470256399,0.975593999,0.417671938,0,0,0.524963565,0,-1.393907166,0,-0.307691812,0,-0.1803587,-0.190186016,-0.334026753,-1.781020408,0,-0.310247584,0.093556105,0,0,0
H522,0.552636845,Wild_type,GDC0941,0,-0.907674576,-0.483143738,0,-0.112701794,0,0,-0.306401231,-0.844792617,0,0,0.511082809,0,0,0,0.13337635,0,0,0,-0.420880722,0.295742591,0,0.54764726,-0.181028549,0,0,-0.497754553,0,0,0,0,0.085109069,0,0,-0.466117321,0.109061192,-0.864327615,0.261545701,0.155207383,-0.504868711,-0.493295631,0,-0.611455081,0,0.29024084,0,-1.517994677,0,-0.339980752,0,0,-0.590995059,0
H820,0.256786345,EGFR_mutant,GDC0941,0,-0.60749954,0,0,-0.289679657,-0.14913585,0,-0.699364464,0.327302194,0,-0.177598343,0,0,0,-0.262942064,-0.102695336,-0.242159213,0,0,0,0.392153339,0,-0.268307551,0.436728618,0,0,0,-0.563314346,1.032971658,0,-0.444506626,-0.368257138,-0.226867153,0,0,0,-0.193748542,1.053620544,-0.379566975,-1.008601738,0,0,-0.379470726,0.330977132,-0.190129688,0,-0.873252882,0,-0.574081925,0,0,0,0
HCC2935,0.455874044,EGFR_mutant,GDC0941,-2.512612636,-2.210636215,0.537239309,0,-0.265469388,-0.326991084,-0.309867515,0,-0.10066902,-0.457786543,-0.352297437,-0.939531137,-2.490459357,-0.184741498,0,-0.403162341,-0.296054235,0,-0.409794178,-0.981999331,-0.643197895,-0.327439881,-0.345639737,0.822453815,-0.122834765,0,0,0,0,0,-0.983872235,0.56832081,-0.383330524,-0.409000338,-0.48787395,0.101073425,-0.311881111,0.765976514,0,-1.201780032,0,-0.553110091,-0.571111494,0,0,-0.318949884,-3.219644061,0,0,0,0,0.362037257,-0.387204071
HCC4006,0.535756327,EGFR_mutant,GDC0941,-0.067713023,0,0.251390733,-1.207878896,-0.898768251,-1.097191543,-1.124680391,0.315787676,0,0.265862451,-1.29363545,0,0,-1.424207112,-1.227849872,-1.214611583,-1.263796056,0,0.951440167,0.827417505,0,0,0,0.871295807,0.128253557,0,0,0,0.353687796,0,-1.51044722,0,-1.299789412,0.811068654,1.251986638,0.178964376,-0.285918792,0,0,-0.746945885,0,-0.619107526,-0.965233922,0.144781906,-0.654652065,-1.150228341,-1.76901952,0,0,0,0,0,0
HCC44,0.261135962,KRAS_mutant,GDC0941,0,0,0,0,-0.174117108,0,0,0,0,0.473197401,0,0.595100888,0,-0.16142988,-0.119933311,-0.134205557,0,0,0,0,0,0,0,0,0,-0.229706357,0.6205616,0,0,0,0,0.223837932,0,0,0,0.363593912,-0.119462649,0.299380739,0,-0.55844145,0,0,-0.874725902,0,0,0,-1.441039979,0,-0.188079261,0,0,-0.430980428,0.280552323
HCC827,0.40566804,EGFR_mutant,GDC0941,0,-0.677504168,0,0,0,0,0,0,0,0,0,0,-0.448142225,0,0,0,0,0,-0.373383608,0,-0.478981035,-1.122470162,-0.421265537,0,0,0,-0.653845086,-0.317198555,-0.729994134,-0.394975059,0,0,0,0,-0.166815909,0,-0.797038565,0,0,-1.243044394,-0.412803958,-0.319626552,-1.310394961,0.67739385,0,0,-2.30254848,0,-0.849063557,0,0,-0.79993729,0
PC9,0.735332549,EGFR_mutant,GDC0941,0,-0.183314158,0,0.230366904,0.290351071,0.346787797,0.40997099,0,0.088428179,0,0.321629548,0,0,0.409691574,0.250593609,0.29540195,0.359174797,0,0,0,0,0,0,0,0,0,0,-0.378170041,0,0.325026984,0,0.291929512,0,0,0,0,0,0,0,-0.664908006,0,0.067156929,-0.258537497,0,0.360841573,0.422006055,-1.023224944,0.061471012,0,0,0,0,0
SKLU1,0.759711595,KRAS_mutant,GDC0941,-0.077256163,0,0,0,-0.15912985,0,-0.066849482,0,0.03945538,-0.821440537,0.077910513,0,-0.152483037,0,0,0.107156671,0.187246006,0,0,-0.61103836,-0.743398581,0,0,0.716033038,0,0,0,0,0,0,0,0.40109753,0,0,0,0,-0.273078646,0,-0.294965961,-0.33786223,0,0,0,0,0,0.126692097,0,0,0,0.723157472,-0.213577634,-0.713651237,0
A549,0.433411892,KRAS_mutant,Gefitinib,0,0,0,0.298771755,0.142572884,0.423252471,0.337999762,0,0,0.689740468,0.393574734,0,0,0.299675996,0.33506191,0.439872242,0.37996457,0.552679763,0,0,0,0,0.198807733,0,0.053679564,0.505524578,0,0.243163185,0.337767413,0,0.660182823,0,0,0,0,0,0,0,0,0.31528848,0,0,0.412393526,0,0,0.31226204,0,0,0,0,0.144249121,0,0
CORL105,0.009938711,Wild_type,Gefitinib,2.826964432,2.194897697,-0.510974216,0.207363782,0,0,0,-0.546252891,-0.403155351,0,0,0,-2.782635348,0,-0.116472395,0,-0.092722747,0,-0.146088669,-0.51186456,0,0,0.267537023,0.152450346,0,0,0,0,0,0,-0.895341444,0,0.769248934,0,-1.007096415,0,0,0.569549098,0.146032873,0,0,-0.444699203,0,0.218276674,-0.446447684,-0.305688983,-0.671009778,-0.445850994,0,0,0,0,0
H1373,0.429810833,KRAS_mutant,Gefitinib,-0.216394052,0,0,0,0.343892751,0,0.096193644,0,0,-0.325829247,0,-0.423454819,0,0,0,0,0,0.292847867,0,0,0,0,0,-0.859124107,0,0,0,-0.213655514,0,0,0,0.39009743,0,0,0,0,0,0,0,-0.283030492,-0.171306162,-0.217514591,0,0,0.200386211,0.309035376,0,0,0,-0.122029821,0,0,-0.243416455
H1437,0.077055983,Wild_type,Gefitinib,-0.810415918,0,-0.686292722,0.090308,-0.172069518,-0.184638049,0,0,-0.140730738,-0.90682899,-0.241698953,-0.768708131,-0.677350733,-0.323882653,0,0,0,-0.445726768,0,0,-0.86425407,-0.743678985,0,0,0,-0.418520397,-0.758953005,0,0,-0.498700872,0,0,0,0,0,0,0,0,-0.395701061,0,-0.618681278,-0.269922679,-0.595863688,0,0,0,0,0,-0.455193383,-0.235021302,-0.403527683,0,0
H1563,1,Wild_type,Gefitinib,-1.299962529,0,0,0,0,0,0.194225357,0,0,-0.287865758,0,-1.799583556,0,0,0,0,0,0,0,0,-0.669039805,0,-0.33631266,0,0.053999282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352986501,0,0,-0.159715912,0,0,0,0,0,0,0,0.270030708,0,0,0
H1568,0.159830147,Wild_type,Gefitinib,-0.728167345,0,0.497419751,-0.157196879,0,0,-0.082559819,0,-0.299434317,0,0,-1.132817261,-1.196458399,0,-0.39846349,0,0,-0.780928668,-0.751438009,-0.775785365,-0.590652562,-0.577845987,-1.535245597,-0.245526968,-0.22090591,0,0,0,0,0,0,0,-0.185586216,-1.383380178,-1.230176153,-0.369696822,-0.309898724,0.343707149,0,-0.834524333,-0.301703511,0,-0.437293,-0.384917816,-0.219783043,0,-1.092237977,-0.837185909,0,0,0,-0.942212922,-0.203646905
H1650,0.269599009,EGFR_mutant,Gefitinib,0,0,0,0,0,0.27974936,0.107770197,0,0.34546546,0,0,-0.451367569,-0.925160668,0,0,0.266481411,0,0.641329172,0.991217039,0.720168095,0,0.289838943,0,0,0.160965725,0,0,0,0,0,0,0,0,0,0,0.393562068,0,0.100995234,0.431131881,0,0,0,0.253982472,0,0.221980042,0,0.717485354,0.289448973,0,0,0.288687616,1.014546629,0
H1693,0.151795172,Wild_type,Gefitinib,-0.408634234,-0.393529712,-0.675306663,-0.132280701,0,-0.272154573,-0.215116581,-1.056926531,-0.160889607,0,-0.240703655,-2.212486265,0,0,0,-0.118044696,0,0,0,0,-1.462485785,-0.243569131,0,0,-0.100637173,-0.440470322,-1.263592559,0,-0.480949391,-0.702214823,0,0,-0.138755448,0,0,-0.337426391,0,0,0,0,-0.569172661,-0.548768923,-0.716000035,0,0,-0.201465277,0,0,-0.301412449,-0.569795101,0,0,-0.270334137
H1734,0.077404652,KRAS_mutant,Gefitinib,0,0,0,0,0,-0.039796629,-0.159855855,0,0,0,0,-0.788317264,0.61807605,0,0,0,0,0,0,0,0,0,-0.99140606,1.451825547,0,0,0,0,-1.280912678,0,-0.344387611,0.317311722,0,0.997803808,0.625977918,0,0,0,0,0,-0.317438554,-0.537504672,0.703755668,0,0.164791957,0,0,-0.197970978,-0.400494294,0,0,0,0
H1755,0.273527353,BRAF_mutant,Gefitinib,0,0.630960909,0,0,0,0.964233571,0.776082996,-0.218698857,0,0,0.748204923,0,0,0.929575296,0.531225069,0.726415688,0.890728071,0.437578504,0.698687557,0,0,0,0,0.33555411,0.104752427,0,-0.48982958,0.306116219,0,0,0.495583556,0.466000825,-0.795167961,0,0.364844,0.361073045,0.207253223,0,-0.265046879,-0.922029794,0,0,0,0.374675733,0.367934547,0,-0.630701,0,0.235698571,0,-0.21573001,0,0
H1781,0.014079279,Wild_type,Gefitinib,0,0,0.397847899,0.286696324,0,0,0,0,0,0,0.157101694,0,0.728822596,0.215166865,0,0,0.216666099,0,0,0,0.422238538,0,0.532246466,0.965431313,0,-0.330497025,0.532246467,0,0,0,0,0.254582758,0.246367448,0.856559839,1.35362085,0,-0.354153603,0.73784795,0.200837319,-0.35580178,0,0,0,0,-0.199078084,0.246784294,0,-0.221337199,0.101612112,0,0.121313366,0,0
H1792,0.109590808,KRAS_mutant,Gefitinib,0.159601993,0,0,0,0.238640479,0.385011677,0.250287265,0,0.124438669,0,0.245413506,0,0,0,0.157340756,0.338947438,0.249999783,0,0,0,0.547774928,0,0.596384872,0,0.143444459,0,0,0.222073106,0.854961267,0,0.641586306,0.250389017,0.330570912,0,0,0,0.217906706,-0.741991097,0.434813589,0,0.230721984,0.783263007,-0.540159623,0,0.270482251,0.200061203,0,0.1480273,0,0,0.069644643,0,0.379614383
H1793,0.527715398,Wild_type,Gefitinib,0,0.633909921,0,0,0,0,0,0,0,0.359572811,0,0,0.786615888,0,0,0,0,0,1.33357808,1.294480802,0.315750378,0.613779291,0,0.337912028,0.087003788,0.57884935,0,0,0,0,0,0,0.677505997,0.706188056,0.64912257,0,0.470462759,0.76072348,0.210846394,0,0,0.603049371,0.621125858,0,0,0,0,1.93593498,0.327846794,0,0,0,-0.144548232
H1838,0.196742636,Wild_type,Gefitinib,1.794249069,-0.220971346,1.284627785,-0.342595997,0,-0.455398393,-0.314963544,0.946582419,0,0,-0.427431693,0,1.878244245,-0.398869734,-0.413809431,-0.298467128,-0.350344823,-0.416376504,0.555431568,0,0,-0.500191017,0,2.467838653,-0.355140397,-0.333579629,-0.429632601,-0.299066129,0,0,0,1.92973095,-0.296920091,1.686712104,2.330283073,-0.441195922,0,2.018218537,1.195890233,-0.258539746,2.05190812,0,0,-0.096797256,-0.538939818,-0.372291501,0,-0.593550174,1.800946547,1.376857309,2.11597137,0,0
H1944,0.251305477,KRAS_mutant,Gefitinib,0,0.25290034,0,0,0.204913303,0.327796083,0.159885707,0,0,0,0.210543756,-0.732499658,-0.835969359,0.482167875,0.19347147,0.287348061,0.340310653,0,-0.365863222,0,-0.163606548,-0.489787971,0,-0.311330004,0.077416731,0,0,0,0,0,0.372721674,0,0.407152332,-0.664211584,0,0,0.249818042,-0.336966482,0,0,0,0,0.431789752,0,0.174457092,0.377774191,0,0,-0.173490379,0,0,-0.257034919,0
H1975,0.406362802,EGFR_mutant,Gefitinib,0.414576409,0.381255014,0.477750833,0,0,0,0.167782684,0,0,0,0,-0.164581898,0.360871656,0.260576127,0.244659438,0,0.252376685,0,0,0.500832626,-0.251449053,0,0,0,0,0,0,0,0,0.552139493,0,0,0,0.824188153,0,0,0,0,0,0,0.318366154,0,0,0,0.29264357,0.267033083,0,0,-0.324041304,0,0,0,0
H1993,0.017095736,Wild_type,Gefitinib,1.052586641,0.627496464,0,0,0,0,0,0,0,-0.681208791,0,-1.116319328,0,-0.317827952,0,0,0,0.708576935,0,0,0,-0.4674295,0.204589734,0,0.500077798,0,-0.421103878,0,0,0,0,0,-0.698719786,0,0,0.386326453,0,0,0,0,0.754730874,0,0,0.525666174,0,0,0,0,0,0,0,0,0
H2030,0.225077852,KRAS_mutant,Gefitinib,0,0,0,0,0.086871365,0,0,0,0,0.97525863,0.132675893,0,0,0,0.048621274,0.166390303,0.197808473,0,0,0,0,-0.228538238,0,0,0,0,0,0,0,0,0.153040619,0,0,0,0,0,0,0,-0.012660701,0.182382224,0,-0.309244065,0,0,0,0,0,0,0,-0.42179433,0,0,0
H2087,0.298538586,BRAF_mutant,Gefitinib,0,0,0,0,0,0,0.446821317,0.301845737,0,0.260853796,0.153165321,0,0,0,0,0.160658717,0,0,-0.543786742,0,0,0,0,0,0,0,0,0,0,0,0.557239754,0.406634422,0.557267722,0,0,-0.610469554,-0.29758241,0,0,0,-0.223535781,0,0,0,0,0,0,0,0.452314358,0,0,0,0.453027328
H2122,0.359211049,KRAS_mutant,Gefitinib,0.728987791,0,0.546808645,0,0,0,0,0.267924815,-0.447933368,-0.906537729,0,-1.917317568,0,0,-0.120565367,0,0,-1.387449075,0,0,-1.288388153,0,-0.343709388,0,0.142163923,0,0,0,-0.823680796,0,0.281090301,0,0,0,0.361339775,0,0,0,0,0.45130994,0,-0.433200312,0,0.091573999,0,0,0.583579841,0,0,0,0,0,-0.439717688
H2228,0.0024809,ALK_mutant,Gefitinib,2.147689636,0.913112638,0.45869826,0.855926123,0.633806363,1.50694708,0.792837161,0,0,0,0.645389547,0,0.185121126,0.369260394,0.646229265,0.615858224,0.560394866,0,1.746487941,1.055336343,0,0,0,0.766008965,0.120661664,0,0.570236187,0.675675651,0.692335536,1.385262072,0,0,0.996613903,1.268367408,0.688233397,0.440782594,0.718161211,0,0.28308907,0,0,-0.833172065,1.596220877,0.424434715,0,1.229584146,0.473430481,0.615101764,0,0,0,1.06928566,0
H2291,0.481505053,KRAS_mutant,Gefitinib,0,0,0,0,0,0,0,0,0,0.273490692,0,-1.23573891,0,0,0,0,0,-0.251729725,0,0,0,0,0,0,0,0,0,0,0,0,-0.119685462,-0.287881151,0,-0.416084993,0,0,0,0,0.307094222,0.148200881,0,0,0,0,0,0.178518543,0,0.218808851,0,0,0,0,-0.642160039
H23,0.291960353,KRAS_mutant,Gefitinib,0,0,0,-0.123599535,-0.251609978,-0.300858984,-0.247809949,0,0,0,0,0,0.719296915,-0.137287534,0.068666539,0.11728413,0,0,0,0.208193916,-0.204062054,0,-1.100968561,0,0,0,0,0,-1.021896989,0,-0.47177137,0,0,0,0.520988147,-0.109191353,-0.38107648,0.397424685,0,-0.297786528,0,-0.209028307,0,0,-0.245204771,0,0,-0.124427533,0,0,0,0,-0.323360982
H2347,0.673552272,KRAS_mutant,Gefitinib,-0.169694347,0,0.844645509,0,-0.196700646,-0.162690861,-0.255045707,0.984920191,0,0,-0.172117407,-1.257513385,0.63214087,0,-0.340132211,0,-0.173499109,0,0,0,0,0,0,0.356626486,-0.157951585,0,0,0,0,0,-0.981156306,0,0,0,0.800746234,0,0,0.316802117,-0.184265914,0,-0.592264959,0,-1.243556993,0,0,0,0,0.193976976,0,0,0,0,0
H3122,0.526591752,Wild_type,Gefitinib,0,0,0.268847864,-0.374287122,-0.368977084,-0.253182364,-0.260005559,0,0,-0.348109734,0,-0.580678309,0.308157801,0.224924031,0,-0.171180074,-0.264799678,-0.384548572,0,-0.295739305,0,-0.549081865,0,0,0,0,0,0.415426819,-0.522753285,0,0,0,0,0,0,0.239670062,0,0,-0.268599809,0,-0.515228679,0,-0.624533314,0.132543743,-0.226189616,0,0,0.269954862,-0.394442107,-0.652452018,0,0,-0.190170527
H358,0.183185199,KRAS_mutant,Gefitinib,0,0,0.363003509,0,0,0,0,0.169946031,0,0,0,0,0,0,0,0,0,0,0,0,0.327927797,0,0,0,0.103257911,0,0,0,0.372444434,0,0,-0.66495173,0,0,0,0,0.229378944,0,0,0,0,0,0,0,0,0,0,0.088444209,0,0,0,0,0
H441,0.090948607,KRAS_mutant,Gefitinib,0.146651394,0,0.444401233,-0.288807399,0,-0.741793742,-0.288487975,0,0,0,-0.600689299,0,0.868708309,0,-0.262404648,0,0,0,0,0,0,-0.167102769,0,1.403843232,0,0,0,0,0.230362101,0,0,0,-0.51879998,1.104889219,0.617878537,-0.180597317,0,0.620384065,-0.300822849,0,-0.383863323,0,0,0,-0.174781433,-0.644598612,0,-0.181993617,0,0,0,0,0
H522,0.199632642,Wild_type,Gefitinib,0,0.247272274,-0.407896686,0,-0.143738214,0,0,0,-0.574078824,0,0,0.552977913,0.967455701,0,0,0.133776156,0,1.124265477,0,0.290389138,0.23170425,0.591658381,0.392754312,-0.339158054,0,0.332612077,0,0,0,-0.34655142,0,0,0,0.437501636,0.52599581,0.0847278,0,0.240027715,0.399448965,0,0,0.214481968,0,0.190978724,0,0,0.364207912,0.147788199,0,0,0,0,0
H820,0.257643593,EGFR_mutant,Gefitinib,0,0,0.262790852,0.14478557,0,0.095086857,0.178657835,0,0.359502493,0,0.147452016,0,0,0.128723441,0.083577187,0.154884773,0,0,0,0,0,0,0,0.697336979,0,0,0,0.156295722,0,0,0,-0.523683842,0.0736529,0.532746215,-0.315029054,0,0,0,0,-0.209377641,0,0,0.305739347,0.213055296,0,0,0,-0.497549571,0,0,0,0,0
HCC2935,0.000342858,EGFR_mutant,Gefitinib,-1.032069091,-0.685478363,0.362805536,0,-0.217654959,0,0,-0.632178469,0,-0.32339663,-0.273991577,-1.254189073,-1.15894905,-0.211710793,0,-0.324035528,-0.294446846,0,0,-0.314922668,-0.674383583,-0.668811204,0,1.159749727,-0.065592785,0,0,-0.455431032,0,0,-1.04556134,0.513653774,-0.396294425,0,0,0.24786685,0,0,0.232624962,-0.261701448,0,-0.447412796,0,0.270693002,0,0,-1.226677183,0.163316552,0,0,0,0.728237656,-0.264477075
HCC4006,0.000362616,EGFR_mutant,Gefitinib,-0.111095975,0,0,-1.321490171,-0.646527564,-1.111219079,-1.224922884,-0.375696674,0,0.454734854,-1.326815517,-0.84081068,0,-1.126024829,-1.281560762,-1.276401662,-1.288273906,0,0,0,-0.655689136,0,0,0,0,0.417374326,0,0,0,0,-0.742133923,0,-1.238591747,0,0,0,-0.466964427,0,0,-0.713224355,0,-0.503236954,-1.316047511,0,-0.836711998,-1.267608706,-2.211865298,0,0,0.492553099,-0.452963748,0,0.171518591
HCC44,0.39197437,KRAS_mutant,Gefitinib,0,0,0,0,-0.084707312,0,0,0,0.770359168,0,0,0,0,0,0,0,0,0.223004592,0,0,0,0,0,0,-0.267768558,0,0,-0.546091487,0,0,0,0,0,0,-0.504091282,0,0.130170747,0,0,0,0,0,-1.084223344,0,0,0,0,0,-0.196243622,0.113145868,0,0,0
HCC827,0.000181308,EGFR_mutant,Gefitinib,0.347263569,-0.608504591,0,0,0,0,0,0,0,0,0,-0.161144362,0,0,0,0,0,0.312468203,-0.188349158,0,-0.412909417,-1.66174419,0,0,0,0,0,0,0,0.544240279,0,-0.161591769,0,0,-0.218201872,0,-0.425733457,0,-0.137274974,-1.066141193,0,-0.395233367,-1.171901317,0.554140162,0,0,-1.911756506,0,-0.934492984,0,0,0,0
